# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 16.11.2019 по 30.01.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.12.2019 21:00";"1.4";"757.1";"768.9";"";"78";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"4.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-2.1";"Осадков нет";"12";"";"";"";"";
"11.12.2019 18:00";"1.7";"756.4";"768.1";"";"76";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.1";"Осадков нет";"12";"";"";"";"";
"11.12.2019 15:00";"2.1";"755.1";"766.9";"";"83";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.6";"";"";"";"";"";"";
"11.12.2019 12:00";"3.5";"753.8";"765.4";"";"86";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.3";"";"";"";"";"";"";
"11.12.2019 09:00";"4.2";"752.3";"763.9";"";"86";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"2.0";"Осадков нет";"12";"";"";"";"";
"11.12.2019 06:00";"3.5";"751.2";"762.8";"";"90";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"2.0";"0.1";"12";"";"";"";"";
"11.12.2019 03:00";"3.4";"750.1";"761.6";"";"89";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"1.7";"";"";"";"";"";"";
"11.12.2019 00:00";"3.5";"750.0";"761.5";"";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"1.9";"";"";"";"";"";"";
"10.12.2019 21:00";"3.6";"749.6";"761.2";"";"90";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"4.5";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"2.1";"0.1";"12";"";"";"";"";
"10.12.2019 18:00";"3.8";"749.3";"760.9";"";"89";"Ветер, дующий с запада";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"2.1";"Следы осадков";"12";"";"";"";"";
"10.12.2019 15:00";"4.0";"749.0";"760.6";"";"88";"Штиль, безветрие";"0";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"2.2";"";"";"";"";"";"";
"10.12.2019 12:00";"4.4";"748.8";"760.3";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.9";"";"";"";"";"";"";
"10.12.2019 09:00";"4.3";"748.5";"760.0";"";"85";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"2.0";"Осадков нет";"12";"";"";"";"";
"10.12.2019 06:00";"4.0";"747.3";"758.8";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.9";"Следы осадков";"12";"";"";"";"";
"10.12.2019 03:00";"3.9";"745.9";"757.5";"";"87";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.9";"";"";"";"";"";"";
"10.12.2019 00:00";"4.4";"744.9";"756.3";"";"81";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.4";"";"";"";"";"";"";
"09.12.2019 21:00";"4.6";"743.5";"754.9";"";"81";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"5.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.5";"Осадков нет";"12";"";"";"";"";
"09.12.2019 18:00";"4.3";"742.6";"754.0";"";"83";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.6";"Осадков нет";"12";"";"";"";"";
"09.12.2019 15:00";"4.7";"741.7";"753.1";"";"76";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.7";"";"";"";"";"";"";
"09.12.2019 12:00";"4.8";"741.4";"752.8";"";"75";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"0.6";"";"";"";"";"";"";
"09.12.2019 09:00";"3.8";"741.5";"753.0";"";"79";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"2.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.5";"Осадков нет";"12";"";"";"";"";
"09.12.2019 06:00";"2.9";"742.6";"754.0";"";"78";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"2.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-0.6";"Осадков нет";"12";"";"";"";"";
